Year,Month,gear_type,GEAR_NME,COMMON_NME,Weight(LBS),Weight(kg),Value($)
2004,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,140939.87,63929.93,489928.02
2005,7,troll,"TROLL, SALMON",COHO SALMON,18606.24,8439.73,24061.13
2005,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1016129.27,460913.24,2768210.24
2006,8,troll,"TROLL, SALMON",CHUM SALMON,1160.06,526.15,661.75
2006,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,33406.63,15153.13,118991.15
2011,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,121.22,54.99,93.4
2009,6,troll,"TROLL, SALMON",PINK SALMON,2442.82,1108.07,1061.8
2014,9,troll,"TROLL, SALMON",CHINOOK SALMON,103465.73,46931.79,317769.55
2014,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,395.9,179.57,233.1
2014,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,3447.88,1563.97,2356.1
2015,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,32181.55,14597.48,33983.92
2014,11,troll,"TROLL, SALMON",COHO SALMON,3058.44,1387.3,5183.8
2010,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,156407.74,70946.06,333042.27
2010,8,troll,"TROLL, SALMON",COHO SALMON,149804.54,67950.89,296067.74
2012,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,817.25,370.71,1975.8
2012,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,5756.63,2611.19,9556
2008,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,29529.83,13394.65,14790.11
2008,11,troll,"TROLL, SALMON",CHINOOK SALMON,5558.51,2521.35,25572.76
2008,9,troll,"TROLL, SALMON",PINK SALMON,371.46,168.5,143.23
2008,3,troll,"TROLL, SALMON",CHINOOK SALMON,282.02,127.91,1496.93
2013,9,troll,"TROLL, SALMON",CHINOOK SALMON,17301.17,7847.75,72532.3
1997,9,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,1185894.34,537918.15,2949806.92
1997,8,troll,"TROLL, SALMON",CHINOOK SALMON,255565.02,115923.06,420141.27
1997,10,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,14499.37,6576.86,34057.71
1996,7,troll,"TROLL, FREEZER, SALMON",SALMON ROE,1333,604.65,2319.2
1997,9,troll,"TROLL, SALMON",COHO SALMON,28093.86,12743.25,29882.91
1998,10,troll,"TROLL, SALMON",CHINOOK SALMON,12918.64,5859.85,23963.08
1998,7,troll,"TROLL, SALMON",SOCKEYE SALMON,44196.58,20047.45,132872.5
1998,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,3001.92,1361.69,1938.64
1998,11,troll,"TROLL, SALMON",CHUM SALMON,38332.04,17387.31,11924.14
1999,9,troll,"TROLL, SALMON",PINK SALMON,981.76,445.28,382.72
2000,10,troll,"TROLL, SALMON",CHUM SALMON,13286.2,6026.55,13516.43
2000,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,1607.29,729.08,1476.89
2000,10,troll,"TROLL, SALMON",SALMON ROE,24,10.89,210
2001,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,123601.36,56065.21,57383.31
2001,8,troll,"TROLL, SALMON",CHUM SALMON,3257.63,1477.65,1621.14
2001,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,19906.12,9029.37,25566.13
2002,8,troll,"TROLL, SALMON",PINK SALMON,31359.85,14224.76,6656.33
2002,6,troll,"TROLL, FREEZER, SALMON",PINK SALMON,428.33,194.3,160.15
2003,10,troll,"TROLL, SALMON",CHINOOK SALMON,118039.06,53542.21,241647.9
2003,3,troll,"TROLL, SALMON",CHINOOK SALMON,25253.89,11455.05,91639.31
2003,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,790.48,358.56,368.44
2003,9,troll,"TROLL, SALMON",CHUM SALMON,931.28,422.44,388.09
2004,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,132850.61,60260.72,352702.66
2004,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,49843.97,22609.08,142720.99
2004,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,374307.87,169784.92,716280.34
2005,2,troll,"TROLL, SALMON",CHINOOK SALMON,59238.6,26870.4,262589.19
2004,10,troll,"TROLL, SALMON",SALMON ROE,5339.3,2421.9,10677.5
2005,10,troll,"TROLL, SALMON",CHUM SALMON,426641.75,193523.48,207218.72
2005,4,troll,"TROLL, SALMON",CHINOOK SALMON,420761.5,190855.99,1503270.24
2006,8,troll,"TROLL, SALMON",SOCKEYE SALMON,1225161.18,555729.47,2248746.8
2006,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,887087.35,402380.2,3036938.84
2006,5,troll,"TROLL, SALMON",CHINOOK SALMON,94454.83,42844.53,441138.21
2009,10,troll,"TROLL, SALMON",CHUM SALMON,531328.16,241008.89,389759.3
2014,7,troll,"TROLL, SALMON",CHINOOK SALMON,521807,236689.84,1608484.61
2014,7,troll,"TROLL, SALMON",SOCKEYE SALMON,5852.33,2654.6,14921.83
2015,10,troll,"TROLL, SALMON",COHO SALMON,4586.9,2080.6,11145.95
2015,9,troll,"TROLL, SALMON",PINK SALMON,333.94,151.49,229.75
2015,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,11367.88,5156.44,51594.5
2007,9,troll,"TROLL, SALMON",CHINOOK SALMON,49849.09,22611.33,164281.89
2007,8,troll,"TROLL, SALMON",CHINOOK SALMON,94393,42816.3,421513.16
2007,10,troll,"TROLL, SALMON",CHUM SALMON,351720.02,159539.13,244624.16
2007,8,troll,"TROLL, SALMON",PINK SALMON,16068,7288.4,7243.9
2007,9,troll,"TROLL, SALMON",PINK SALMON,4281.48,1942.06,2914.82
2014,10,troll,"TROLL, SALMON",CHUM SALMON,8367.08,3795.29,9566.5
2010,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,226370.95,102681.19,613212.31
2010,7,troll,"TROLL, SALMON",COHO SALMON,97918.65,44415.65,202063.74
2010,5,troll,"TROLL, SALMON",CHUM SALMON,143.16,64.93,111.66
2010,8,troll,"TROLL, SALMON",CHINOOK SALMON,185799.38,84278.03,763409.41
2012,10,troll,"TROLL, SALMON",CHUM SALMON,165533.53,75085.53,79276.42
2012,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1828.88,829.58,7690
2008,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,149.27,67.71,90.9
2013,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,8400.89,3810.62,24575.83
2013,10,troll,"TROLL, SALMON",PINK SALMON,50.77,23.03,19.6
2013,1,troll,"TROLL, SALMON",CHINOOK SALMON,7649.57,3469.8,37744.13
1996,8,troll,"TROLL, SALMON",COHO SALMON,1852332.55,840212.34,2203701.19
1996,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,84981.9,38547.63,50322.78
1996,7,troll,"TROLL, SALMON",SOCKEYE SALMON,43932.58,19927.66,117985.31
1997,7,troll,"TROLL, SALMON",COHO SALMON,130800.4,59330.67,135605.44
1997,10,troll,"TROLL, FREEZER, SALMON",PINK SALMON,21204.73,9618.39,11096.19
1998,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,131435.48,59618.75,268751.02
1998,5,troll,"TROLL, SALMON",CHINOOK SALMON,4093.3,1856.72,9255.79
1999,8,troll,"TROLL, SALMON",CHINOOK SALMON,362795.86,164563.03,824487.63
1999,8,troll,"TROLL, SALMON",PINK SALMON,18058.64,8191.35,6729.72
1999,10,troll,"TROLL, SALMON",CHUM SALMON,17300.72,7847.53,8268.95
1999,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,6251.62,2835.71,4776.88
1999,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,34900.97,15830.97,20032.12
2000,8,troll,"TROLL, SALMON",PINK SALMON,242662.99,110071.12,158059.2
2000,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,596.02,270.36,555.48
2001,5,troll,"TROLL, SALMON",CHINOOK SALMON,102096.06,46310.44,221945.79
2001,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,86287.01,39139.52,238397.97
2001,6,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,6247.63,2833.91,18612
2002,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,413374.07,187505.24,483239.4
2002,5,troll,"TROLL, SALMON",CHINOOK SALMON,520411.08,236056.91,1004096.69
2002,9,troll,"TROLL, SALMON",CHINOOK SALMON,116691.7,52930.98,199597.6
2003,8,troll,"TROLL, SALMON",PINK SALMON,163362.14,74100.64,24508.63
2003,11,troll,"TROLL, SALMON",CHINOOK SALMON,21132.62,9585.68,61633.29
2004,4,troll,"TROLL, SALMON",CHUM SALMON,6285.27,2851.05,3679.36
2004,2,troll,"TROLL, SALMON",CHINOOK SALMON,17992.17,8161.15,68426.86
2004,6,troll,"TROLL, SALMON",CHINOOK SALMON,390639.71,177193.05,882615.43
2005,9,troll,"TROLL, SALMON",SOCKEYE SALMON,72389.52,32835.68,150902.27
2005,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,312798.24,141884.37,529011.51
2005,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,3290.2,1492.43,2116.91
2005,5,troll,"TROLL, SALMON",CHUM SALMON,356.12,161.57,215.94
2005,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,51801.37,23496.96,40593.26
2006,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,52117.22,23640.21,68728.95
2006,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,144906.13,65729,542456.95
2006,6,troll,"TROLL, FREEZER, SALMON",PINK SALMON,1339.56,607.63,571.77
2011,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,101664.3,46114.61,74403.55
2011,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,899171.57,407861.65,1913974.97
2011,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,1991.66,903.38,4115.53
2014,8,troll,"TROLL, SALMON",COHO SALMON,193292.26,87676.82,341141.2
2014,8,troll,"TROLL, SALMON",CHUM SALMON,1036.3,470.04,633.9
2014,3,troll,"TROLL, SALMON",CHINOOK SALMON,14289.31,6481.61,99522.91
2015,9,troll,"TROLL, SALMON",CHINOOK SALMON,28872.16,13096.3,163065.17
2015,9,troll,"TROLL, SALMON",CHUM SALMON,253.35,114.93,214.7
2009,5,troll,"TROLL, SALMON",PINK SALMON,55.46,25.17,32
2007,3,troll,"TROLL, SALMON",CHINOOK SALMON,23051.01,10455.86,115358.53
2010,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,87092.97,39505.13,363837.97
2012,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,85846.86,38939.89,54090.3
2012,8,troll,"TROLL, SALMON",PINK SALMON,19792.23,8977.68,8518.24
2012,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,17097.12,7755.18,52898.59
2007,2,troll,"TROLL, SALMON",CHINOOK SALMON,29454.64,13360.58,147264.11
2010,8,troll,"TROLL, SALMON",SOCKEYE SALMON,830728.84,376816.09,1697281.49
2008,4,troll,"TROLL, SALMON",CHINOOK SALMON,13920.17,6314.13,76399.3
2007,10,troll,"TROLL, SALMON",PINK SALMON,25.52,11.58,6.62
2013,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,44444.77,20160.07,145767.95
2013,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,1594.3,723.17,1693.5
2013,3,troll,"TROLL, SALMON",CHINOOK SALMON,4550.79,2064.2,28724.82
2013,2,troll,"TROLL, SALMON",CHINOOK SALMON,4579.35,2077.18,27496.6
1996,10,troll,"TROLL, SALMON",COHO SALMON,21149.14,9593.19,27932.31
1996,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,5321.67,2413.91,3097.74
1996,9,troll,"TROLL, SALMON",CHUM SALMON,55507.18,25177.92,24507.2
1997,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,756330.73,343069.38,393700
1996,10,troll,"TROLL, FREEZER, SALMON",SALMON ROE,805,365.15,1350.95
1997,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,497082.28,225475.08,650086.74
1997,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,218909.86,99296.95,439710.88
2000,8,troll,"TROLL, SALMON",SOCKEYE SALMON,442179.91,200571.53,1177147.95
2000,5,troll,"TROLL, SALMON",CHINOOK SALMON,17865.2,8103.61,51050.69
2001,9,troll,"TROLL, SALMON",CHUM SALMON,2183.3,990.35,1185.17
2001,7,troll,"TROLL, SALMON",CHINOOK SALMON,11189.94,5075.74,20878.36
2001,10,troll,"TROLL, SALMON",PINK SALMON,71.6,32.46,15.05
2001,3,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1305.79,592.3,3760.33
2002,11,troll,"TROLL, SALMON",CHUM SALMON,6357.7,2883.83,1909.5
2002,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,6674.64,3027.61,3442.55
2002,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,259922.25,117899.99,487923.74
2002,6,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,7459.61,3383.66,16890.02
2003,8,troll,"TROLL, SALMON",SOCKEYE SALMON,493229.54,223727.41,1239429.63
2003,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,25064.37,11369.15,18277.25
2004,9,troll,"TROLL, SALMON",CHUM SALMON,3891.64,1765.25,2195.14
2004,11,troll,"TROLL, SALMON",CHUM SALMON,1221,553.85,410.33
2003,10,troll,"TROLL, SALMON",SALMON ROE,1151.05,522.11,3453.15
2005,9,troll,"TROLL, SALMON",PINK SALMON,68807.33,31210.79,21123.34
2005,10,troll,"TROLL, SALMON",PINK SALMON,674.6,305.97,167.02
2005,8,troll,"TROLL, SALMON",CHINOOK SALMON,72388.73,32835.3,262111.23
2005,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,119880.14,54377.2,323517.71
2005,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,43371.68,19673.28,21898.38
2005,9,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,13926.69,6317.1,30962.96
2005,3,troll,"TROLL, SALMON",CHUM SALMON,34.5,15.66,20.75
2006,10,troll,"TROLL, SALMON",CHUM SALMON,528844.57,239882.33,324513.81
2006,9,troll,"TROLL, SALMON",CHUM SALMON,6535.32,2964.38,3975.99
2006,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,626616.65,284231.44,1612738.34
2011,9,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,9087.64,4122.13,22051.02
2011,8,troll,"TROLL, SALMON",CHINOOK SALMON,259027.7,117494.23,650659.21
2011,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,5902,2677.14,21847.95
2011,11,troll,"TROLL, SALMON",CHINOOK SALMON,447.22,202.87,1917.01
2009,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,529307.4,240092.29,1582994.66
2009,6,troll,"TROLL, FREEZER, SALMON",PINK SALMON,3436.23,1558.67,1596.74
2009,2,troll,"TROLL, SALMON",CHINOOK SALMON,11784.6,5345.38,76575.42
2009,1,troll,"TROLL, SALMON",CHINOOK SALMON,23641.3,10723.66,148893
2014,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1097042,497615.05,3239965.11
2015,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,400877.29,181836.84,713316.35
2015,5,troll,"TROLL, SALMON",CHINOOK SALMON,154184.52,69937.69,966328.51
2015,8,troll,"TROLL, SALMON",SOCKEYE SALMON,990.02,449.07,2557.5
2015,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,9485.9,4302.78,34744.12
2007,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,6957.93,3156.1,26028.49
2007,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,3468.86,1573.45,8209.23
2007,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,396065.39,179654.01,1477503.61
2014,11,troll,"TROLL, SALMON",CHINOOK SALMON,475.54,215.7,1608.75
2010,7,troll,"TROLL, SALMON",PINK SALMON,4871.34,2209.64,1718.68
2010,9,troll,"TROLL, SALMON",PINK SALMON,1735.24,787.11,753.5
2012,6,troll,"TROLL, SALMON",CHINOOK SALMON,84751.26,38442.87,294635.25
2012,4,troll,"TROLL, SALMON",CHINOOK SALMON,116267.76,52738.62,540165.75
2012,10,troll,"TROLL, SALMON",CHINOOK SALMON,58614.62,26587.37,144554.27
2012,11,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,2348.08,1065.08,8732.5
2010,9,troll,"TROLL, SALMON",CHINOOK SALMON,4801.66,2178.02,16836.35
2008,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,39535.28,17933.07,21967.91
2008,5,troll,"TROLL, SALMON",CHINOOK SALMON,98323.71,44599.27,558710.69
2008,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,3715.31,1685.28,9435.99
2008,8,troll,"TROLL, SALMON",PINK SALMON,6641.48,3012.58,2128.25
2013,10,troll,"TROLL, FREEZER, SALMON",PINK SALMON,5253.01,2382.74,10117.5
2013,10,troll,"TROLL, SALMON",CHUM SALMON,326256.32,147988.89,223291.7
2013,4,troll,"TROLL, SALMON",CHINOOK SALMON,8761.59,3974.23,48351.32
2013,12,troll,"TROLL, SALMON",CHINOOK SALMON,139.71,63.37,603.21
1996,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,114848.55,52094.99,69466.32
1996,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,89564.15,40626.07,290395.02
1996,7,troll,"TROLL, SALMON",PINK SALMON,303745.94,137778.4,90033.28
1996,9,troll,"TROLL, SALMON",SOCKEYE SALMON,6696.5,3037.54,25688.31
1997,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,1307362.29,593015.54,559083.04
1996,9,troll,"TROLL, FREEZER, SALMON",SALMON ROE,4765,2161.38,8339.9
1997,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,873.17,396.06,524.26
1998,9,troll,"TROLL, SALMON",CHUM SALMON,3866.75,1753.95,1666.02
1998,8,troll,"TROLL, SALMON",SOCKEYE SALMON,1394316.33,632457.69,5017997.75
1998,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,99734.75,45239.43,54426.17
1999,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,22209.48,10074.15,80534.24
1999,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,44650.49,20253.33,29023.31
2001,7,troll,"TROLL, SALMON",SOCKEYE SALMON,171687.05,77876.73,324382.19
2001,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,26352.32,11953.29,88889.39
2002,10,troll,"TROLL, SALMON",CHUM SALMON,309906.52,140572.66,90107.55
2002,8,troll,"TROLL, SALMON",COHO SALMON,223788.18,101509.62,155593.32
2003,10,troll,"TROLL, SALMON",CHUM SALMON,772774.79,350528.39,311793.3
2003,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,143164.18,64938.85,220687.82
2003,2,troll,"TROLL, SALMON",CHINOOK SALMON,14425.5,6543.39,50531.52
2004,5,troll,"TROLL, SALMON",CHUM SALMON,2168.84,983.79,1211.85
2004,7,troll,"TROLL, SALMON",SOCKEYE SALMON,185591.58,84183.76,587116.61
2004,10,troll,"TROLL, SALMON",CHUM SALMON,734525.51,333178.52,391203.59
2004,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,241933.95,109740.49,660989.64
2005,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,58150.28,26376.78,163738.04
2005,10,troll,"TROLL, SALMON",SALMON ROE,6922.4,3139.97,14220.65
2006,12,troll,"TROLL, SALMON",CHUM SALMON,41.58,18.86,27.83
2011,6,troll,"TROLL, SALMON",CHINOOK SALMON,588286.05,266844.85,1846609
2011,6,troll,"TROLL, SALMON",PINK SALMON,236.62,107.33,114.3
2011,9,troll,"TROLL, SALMON",SOCKEYE SALMON,387.39,175.72,1053.71
2009,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,55767.26,25295.86,160838.81
2015,6,troll,"TROLL, FREEZER, SALMON",PINK SALMON,1153.86,523.38,700.1
2007,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,108641.37,49279.46,214640.23
2007,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,716171.29,324853.22,1311081.09
2010,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,214.29,97.2,142.77
2012,7,troll,"TROLL, SALMON",CHINOOK SALMON,162259.29,73600.28,520627.19
2012,7,troll,"TROLL, SALMON",PINK SALMON,19779,8971.7,9187.01
2012,8,troll,"TROLL, SALMON",SOCKEYE SALMON,388.22,176.12,910.69
2012,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,80.47,36.49,45.7
2012,2,troll,"TROLL, SALMON",CHINOOK SALMON,5656.67,2565.8,35561.23
2012,3,troll,"TROLL, SALMON",CHINOOK SALMON,3076.26,1395.37,19832
2012,12,troll,"TROLL, SALMON",CHINOOK SALMON,1022.59,463.83,4861.9
2008,10,troll,"TROLL, SALMON",CHUM SALMON,160052.17,72599.16,135323.79
2008,12,troll,"TROLL, SALMON",CHINOOK SALMON,6566.7,2978.64,32828.99
2008,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,807.03,366.06,4119.2
2013,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,437426.08,198415.11,838188.27
2013,10,troll,"TROLL, SALMON",COHO SALMON,4274.32,1938.82,10712.75
2013,7,troll,"TROLL, SALMON",CHUM SALMON,224.2,101.7,141.8
2013,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,7803.59,3539.69,26937
1997,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,91932.99,41700.49,123131.05
1999,10,troll,"TROLL, SALMON",CHINOOK SALMON,149820.47,67958.09,328134.5
1999,8,troll,"TROLL, FREEZER, SALMON",SALMON ROE,592,268.52,3873.85
2000,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,239923.24,108828.43,155516.02
2001,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,11052.21,5013.28,27799.14
2001,11,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,24943.78,11314.43,52961.84
2002,7,troll,"TROLL, SALMON",CHINOOK SALMON,11726.84,5319.23,17479.47
2002,3,troll,"TROLL, SALMON",CHINOOK SALMON,1372.34,622.5,5073.2
2002,9,troll,"TROLL, SALMON",CHUM SALMON,1491.44,676.52,578.14
2002,9,troll,"TROLL, SALMON",SOCKEYE SALMON,4836.82,2193.97,14091
2003,8,troll,"TROLL, SALMON",COHO SALMON,277696.59,125962.31,338882.68
2003,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,318521.76,144480.49,606626.09
2003,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,9154.8,4152.58,19538.23
2003,11,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,5725.48,2597.07,15990.03
2004,8,troll,"TROLL, SALMON",PINK SALMON,25287.76,11470.41,8844.49
2004,1,troll,"TROLL, SALMON",CHINOOK SALMON,11211.38,5085.42,38149.19
2004,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,105929.05,48049.11,77437.2
2004,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,94959.7,43073.45,152618.59
2004,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,244.62,110.96,136.71
2005,8,troll,"TROLL, SALMON",COHO SALMON,278617.69,126380.17,403230.84
2005,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,41470.87,18811.07,107594.98
2006,8,troll,"TROLL, SALMON",COHO SALMON,245191.77,111218.22,419237.25
2006,7,troll,"TROLL, SALMON",SOCKEYE SALMON,735.14,333.46,1514.84
2011,7,troll,"TROLL, SALMON",PINK SALMON,20596.11,9342.34,9866.01
2011,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,142291.96,64543.24,289283.36
2011,7,troll,"TROLL, SALMON",CHUM SALMON,115.72,52.5,126.98
2011,10,troll,"TROLL, FREEZER, SALMON",PACIFIC SALMON AND NATIVE TROUT,2104,954.37,9151.62
2009,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,42845.67,19434.66,128493.2
2014,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,467914.82,212244.73,800218.41
2014,9,troll,"TROLL, SALMON",SOCKEYE SALMON,332787.69,150951.46,714645.59
2014,4,troll,"TROLL, SALMON",CHINOOK SALMON,91710.9,41599.77,551987.41
2015,5,troll,"TROLL, SALMON",CHUM SALMON,3452.97,1566.26,2767
2015,4,troll,"TROLL, SALMON",CHINOOK SALMON,24777.52,11239.01,178680.6
2015,6,troll,"TROLL, SALMON",PINK SALMON,360.06,163.33,237.9
2007,6,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,350.46,158.97,158.4
2007,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,6669.62,3025.32,4330.59
2007,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,2506.44,1136.91,1589.75
2009,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,685.34,310.87,2029.34
2010,6,troll,"TROLL, FREEZER, SALMON",PINK SALMON,4537.98,2058.4,8256.17
2012,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,615647.43,279255.81,1027627.13
2012,8,troll,"TROLL, SALMON",CHUM SALMON,84.96,38.53,48.2
2010,8,troll,"TROLL, SALMON",CHUM SALMON,165.58,75.11,112.61
2008,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,115587,52429.96,607004.03
2008,8,troll,"TROLL, SALMON",COHO SALMON,141599.59,64229.29,297794.49
2013,7,troll,"TROLL, SALMON",CHINOOK SALMON,107526.43,48773.66,381451.1
2013,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,5268.82,2389.94,4894.05
2013,9,troll,"TROLL, SALMON",CHUM SALMON,643.1,291.71,298.3
1996,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,1918208.4,870093.49,2813329.84
1996,10,troll,"TROLL, FREEZER, SALMON",PINK SALMON,2055.92,932.56,1189.6
1998,8,troll,"TROLL, SALMON",CHINOOK SALMON,371838.99,168664.97,675096.13
1999,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,125693.75,57014.33,308904.82
2000,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,131946.08,59850.33,392128.62
2000,4,troll,"TROLL, SALMON",CHINOOK SALMON,3499.88,1587.53,9206.36
2001,9,troll,"TROLL, SALMON",CHINOOK SALMON,79849.42,36219.46,141161.65
2001,2,troll,"TROLL, SALMON",CHINOOK SALMON,4664.54,2115.83,12847.25
2002,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,4361.27,1978.26,5220.15
2002,9,troll,"TROLL, SALMON",COHO SALMON,64790.73,29388.87,51883.29
2002,6,troll,"TROLL, SALMON",CHUM SALMON,48.38,21.95,18.2
2002,2,troll,"TROLL, SALMON",CHINOOK SALMON,2178.28,988.06,6091.8
2003,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,60079.2,27251.75,84364.52
2003,9,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,569.7,258.41,1542.05
2004,4,troll,"TROLL, SALMON",CHINOOK SALMON,594659.35,269735.71,2367537.58
