Year,Month,gear_type,GEAR_NME,COMMON_NME,Weight(LBS),Weight(kg),Value($)
2015,8,seine,"SEINE, PURSE, SALMON",SOCKEYE SALMON,156369,70928.51,270564.4
2015,9,seine,"SEINE, PURSE, SALMON",CHUM SALMON,739485,335428.21,379700.4
2015,9,seine,"SEINE, PURSE, SALMON",COHO SALMON,3785,1716.87,2937.9
2015,9,seine,"SEINE, PURSE, SALMON",PINK SALMON,19121,8673.2,4621.45
2015,10,seine,"SEINE, PURSE, SALMON",CHUM SALMON,1471250,667354.64,1356285.65
2015,10,seine,"SEINE, PURSE, SALMON",PINK SALMON,73,33.11,17.45
2015,11,seine,"SEINE, PURSE, SALMON",CHUM SALMON,723019,327959.26,423168.6
1996,4,gillnet,"GILL NET, SALMON",CHINOOK SALMON,1705.36,773.56,2534.37
1996,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,1415.36,642.02,1913.04
1996,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,304270.09,138015.96,467654.4
1996,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),1203,545.39,364.16
1996,6,gillnet,"GILL NET, SALMON",CHUM SALMON,333449.28,151251.62,127068.23
1996,6,gillnet,"GILL NET, SALMON",COHO SALMON,27470.55,12460.61,20651.45
1996,6,gillnet,"GILL NET, SALMON",PINK SALMON,49165.79,22301.14,12968.23
1996,6,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),180,81.63,113.13
1996,6,gillnet,"GILL NET, SALMON",SALMON ROE,1227,556.56,1973.71
1996,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,873075.47,396024.64,1896925.63
1996,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,486689.79,220760.19,734302.48
1996,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),3036,1376.42,918.67
1996,7,gillnet,"GILL NET, SALMON",CHUM SALMON,3677262.67,1667994.95,1395657.51
1996,7,gillnet,"GILL NET, SALMON",COHO SALMON,471453.89,213850.36,357250.54
1996,7,gillnet,"GILL NET, SALMON",PINK SALMON,1387519.49,629374.47,355915.7
1996,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),2422.2,1098.75,1813.42
1996,7,gillnet,"GILL NET, SALMON",SALMON ROE,798,361.98,801.24
1996,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,15856214.72,7192332.16,36101438.86
1996,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,118781.12,53878.8,166615.36
1996,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),468,212.18,142.27
1996,8,gillnet,"GILL NET, SALMON",CHUM SALMON,1322212.09,599751.7,421781.29
1996,8,gillnet,"GILL NET, SALMON",COHO SALMON,208788.13,94705.91,165087.72
1996,8,gillnet,"GILL NET, SALMON",PINK SALMON,1029569.78,467009.6,264245.13
1996,8,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),1596.78,724.33,1169.12
1996,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,7382799.26,3348816.05,16060558.83
1996,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,15657.3,7102.15,14736.04
1996,9,gillnet,"GILL NET, SALMON",CHUM SALMON,718305.34,325821.25,210064.82
1996,9,gillnet,"GILL NET, SALMON",COHO SALMON,63705.3,28896.6,50850.77
1996,9,gillnet,"GILL NET, SALMON",PINK SALMON,14361.6,6514.19,3622.52
1996,9,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),841.24,381.61,611.61
1996,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,34583.32,15686.99,76101.35
1996,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,2308,1046.9,1871.03
1996,10,gillnet,"GILL NET, SALMON",CHUM SALMON,664715.05,301512.86,236830.74
1996,10,gillnet,"GILL NET, SALMON",COHO SALMON,2380.94,1079.98,1829.57
1996,10,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),1054.7,478.45,764.93
1996,10,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,19.9,9.03,44.8
1996,11,gillnet,"GILL NET, SALMON",CHUM SALMON,33947.45,15398.45,11893.86
1996,11,gillnet,"GILL NET, SALMON",COHO SALMON,59,26.77,43.98
1996,11,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),376,170.56,272.63
1997,4,gillnet,"GILL NET, SALMON",CHINOOK SALMON,891,404.16,1006.13
1997,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,262,118.85,340.52
1997,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,231045.61,104801.68,315072.21
1997,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),801,363.16,203.02
1997,6,gillnet,"GILL NET, SALMON",CHUM SALMON,64690.64,29343.35,20821.71
1997,6,gillnet,"GILL NET, SALMON",COHO SALMON,4767.98,2162.8,3107.13
1997,6,gillnet,"GILL NET, SALMON",PINK SALMON,3860.8,1751.11,824.7
1997,6,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),286.16,129.8,186.81
1997,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,592295.92,268663.85,872080.74
1997,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,287082.83,130219.13,378685.57
1997,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),2355,1067.69,600.39
1997,7,gillnet,"GILL NET, SALMON",CHUM SALMON,1645924.93,746586.97,532452.04
1997,7,gillnet,"GILL NET, SALMON",COHO SALMON,204953.61,92966.7,133602.79
1997,7,gillnet,"GILL NET, SALMON",PINK SALMON,1581478.59,717352.65,335542.55
1997,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),873.18,396.08,568.88
1997,7,gillnet,"GILL NET, SALMON",SALMON ROE,98,44.45,146
1997,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,10335255.04,4688040.88,15133721.26
1997,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,278975.07,126542.26,351536.48
1997,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),417,189.04,106.03
1997,8,gillnet,"GILL NET, SALMON",CHUM SALMON,1451246.18,658281.07,467070.08
1997,8,gillnet,"GILL NET, SALMON",COHO SALMON,60005.79,27218.64,39198.82
1997,8,gillnet,"GILL NET, SALMON",PINK SALMON,949471.67,430677.56,203785.44
1997,8,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),818.74,371.35,537.29
1997,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,8393569.26,3807297.95,12236562.28
1997,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,126854.78,57540.88,145623.75
1997,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),93,42.16,23.33
1997,9,gillnet,"GILL NET, SALMON",CHUM SALMON,417318.32,189294.34,133882.87
1997,9,gillnet,"GILL NET, SALMON",COHO SALMON,15898.55,7211.47,10402.51
1997,9,gillnet,"GILL NET, SALMON",PINK SALMON,389650.64,176744.46,85067.62
1997,9,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),299.52,135.88,196.82
1997,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1145650.5,519663.58,1669713.49
1997,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,6755.82,3064.39,5187.44
1997,10,gillnet,"GILL NET, SALMON",CHUM SALMON,3261731.86,1479512.11,1056649.45
1997,10,gillnet,"GILL NET, SALMON",COHO SALMON,955.38,433.41,622.83
1997,10,gillnet,"GILL NET, SALMON",PINK SALMON,189,85.71,39.69
1997,10,gillnet,"GILL NET, SALMON",SALMON ROE,205,92.98,376.75
1997,10,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,40,18.14,57.2
1997,11,gillnet,"GILL NET, SALMON",CHINOOK SALMON,74,33.55,72.75
1997,11,gillnet,"GILL NET, SALMON",CHUM SALMON,210074.06,95288.96,71868.98
1997,11,gillnet,"GILL NET, SALMON",COHO SALMON,33,14.97,21.45
1997,11,gillnet,"GILL NET, SALMON",SALMON ROE,1825,827.81,6489.91
1998,4,gillnet,"GILL NET, SALMON",CHINOOK SALMON,248,112.49,297.6
1998,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,1432.4,649.72,1682.55
1998,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,161264.38,73148.98,225768.18
1998,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),774,350.96,238.9
1998,6,gillnet,"GILL NET, SALMON",CHUM SALMON,227094.06,103009.32,63603.73
1998,6,gillnet,"GILL NET, SALMON",COHO SALMON,94.52,42.88,62.04
1998,6,gillnet,"GILL NET, SALMON",PINK SALMON,5069.02,2299.09,1271.41
1998,6,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),139,63.06,90.35
1998,6,gillnet,"GILL NET, SALMON",SALMON ROE,273,123.84,291.65
1998,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,492477.22,223386.21,1283539.5
1998,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,128242.32,58170.17,173698.21
1998,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),744,337.3,211.91
1998,7,gillnet,"GILL NET, SALMON",CHUM SALMON,2759823.74,1251847.88,773076.82
1998,7,gillnet,"GILL NET, SALMON",COHO SALMON,7285.14,3304.55,4970.47
1998,7,gillnet,"GILL NET, SALMON",PINK SALMON,474290.31,215136.47,118589.74
1998,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),3380.01,1533.16,2226.02
1998,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,2636599.42,1195953.64,6866693.85
1998,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,101760.16,46157.96,116934.25
1998,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),87,39.44,23.69
1998,8,gillnet,"GILL NET, SALMON",CHUM SALMON,3539766.67,1605627.75,991216.98
1998,8,gillnet,"GILL NET, SALMON",COHO SALMON,30195.38,13696.53,20580.25
1998,8,gillnet,"GILL NET, SALMON",PINK SALMON,295497.9,134036.93,73875.9
1998,8,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),5755.16,2610.55,3778.66
1998,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1984393.13,900115.2,5166424.5
1998,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,38626.44,17520.87,42963.22
1998,9,gillnet,"GILL NET, SALMON",CHUM SALMON,764855.62,346936.2,214337.89
1998,9,gillnet,"GILL NET, SALMON",COHO SALMON,8712.06,3951.75,5910.56
1998,9,gillnet,"GILL NET, SALMON",PINK SALMON,2801,1270.52,700.25
1998,9,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),1198.34,543.58,790.14
1998,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,46971.3,21306.08,122191.96
1998,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,2541.8,1152.95,1933.8
1998,10,gillnet,"GILL NET, SALMON",CHUM SALMON,3300386.9,1497045.57,924894.02
1998,10,gillnet,"GILL NET, SALMON",SALMON ROE,736,333.84,2247.6
1998,11,gillnet,"GILL NET, SALMON",CHINOOK SALMON,287,130.19,192.29
1998,11,gillnet,"GILL NET, SALMON",CHUM SALMON,211338.68,95862.67,59365.13
1998,11,gillnet,"GILL NET, SALMON",SALMON ROE,407,184.62,1272.25
1999,4,gillnet,"GILL NET, SALMON",CHINOOK SALMON,354,160.57,560.1
1999,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,3800.02,1723.67,7688.11
1999,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,205332.04,93137.78,411403.43
1999,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),1068,484.29,325.77
1999,6,gillnet,"GILL NET, SALMON",CHUM SALMON,60413.38,27403.19,23560.77
1999,6,gillnet,"GILL NET, SALMON",PINK SALMON,923.72,418.9,213.21
1999,6,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),77.34,35.08,66
1999,6,gillnet,"GILL NET, SALMON",SALMON ROE,34,15.41,118.16
1999,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,788965.72,357872.61,2598826.58
1999,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,122022.27,55348.76,227111.23
1999,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),1086,492.39,324.72
1999,7,gillnet,"GILL NET, SALMON",CHUM SALMON,1810705.43,821330.48,706167.19
1999,7,gillnet,"GILL NET, SALMON",COHO SALMON,2513.28,1140.03,2928
1999,7,gillnet,"GILL NET, SALMON",PINK SALMON,626291.68,284083.72,144735.59
1999,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),1235.92,560.64,1446
1999,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1696013.74,769306.48,5583284.9
1999,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,37231.81,16888.3,61843.9
1999,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),72,32.64,21.59
1999,8,gillnet,"GILL NET, SALMON",CHUM SALMON,993040.72,450440.69,387286.36
1999,8,gillnet,"GILL NET, SALMON",COHO SALMON,22629.28,10264.57,28254.95
1999,8,gillnet,"GILL NET, SALMON",PINK SALMON,1177321.12,534029.16,271153.29
1999,8,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),543.82,246.67,653.25
1999,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,491704.58,223035.98,1621088.87
1999,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,38003.08,17238.07,55705.11
1999,9,gillnet,"GILL NET, SALMON",CHUM SALMON,718034.21,325698.21,280034.71
1999,9,gillnet,"GILL NET, SALMON",COHO SALMON,24320.98,11031.91,27288.12
1999,9,gillnet,"GILL NET, SALMON",PINK SALMON,26064.66,11822.87,6001.85
1999,9,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),301.98,136.98,325.5
1999,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,18517.2,8399.37,61106.58
1999,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,3033.22,1375.84,3782.38
1999,10,gillnet,"GILL NET, SALMON",CHUM SALMON,1750189.05,793880.65,682667.2
1999,10,gillnet,"GILL NET, SALMON",COHO SALMON,1614.2,732.18,1604.25
1999,10,gillnet,"GILL NET, SALMON",PINK SALMON,537,243.55,123.51
1999,10,gillnet,"GILL NET, SALMON",SALMON ROE,4838,2194.51,30905.55
1999,11,gillnet,"GILL NET, SALMON",CHINOOK SALMON,482,218.63,725
1999,11,gillnet,"GILL NET, SALMON",CHUM SALMON,252511.42,114538.39,98506.21
1999,11,gillnet,"GILL NET, SALMON",SALMON ROE,700,317.52,5437.63
2000,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,19688.79,8930.79,42880.83
2000,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,259313.56,117623.74,550356.74
2000,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),564,255.76,376
2000,6,gillnet,"GILL NET, SALMON",CHUM SALMON,54061.29,24522.11,30543.76
2000,6,gillnet,"GILL NET, SALMON",PINK SALMON,14588.32,6617.01,3505.92
2000,6,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),106,48.09,79.5
2000,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1041726.45,472524.12,2205032.37
2000,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,307006.42,139256.83,638123.07
2000,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),615,278.81,410
2000,7,gillnet,"GILL NET, SALMON",CHUM SALMON,759484.33,344499.68,425760.6
2000,7,gillnet,"GILL NET, SALMON",COHO SALMON,2552.4,1157.78,2990.73
2000,7,gillnet,"GILL NET, SALMON",PINK SALMON,803770.28,364587.02,193337.56
2000,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),254.76,115.55,210.75
2000,7,gillnet,"GILL NET, SALMON",SALMON ROE,25,11.34,135.9
2000,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,8596491.41,3899343.18,18069418.49
2000,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,54398.32,24674.91,98920.04
2000,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),171,77.53,114
2000,8,gillnet,"GILL NET, SALMON",CHUM SALMON,691281.45,313563.27,388666
2000,8,gillnet,"GILL NET, SALMON",COHO SALMON,37042.61,16802.35,42701.72
2000,8,gillnet,"GILL NET, SALMON",PINK SALMON,1281119.38,581111.88,310974.67
2000,8,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),1910.36,866.54,1987.5
2000,8,gillnet,"GILL NET, SALMON",SALMON ROE,397,180.07,2641.42
2000,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,2846061.96,1290965.26,5960571.48
2000,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,13827.3,6272,17255.11
2000,9,gillnet,"GILL NET, SALMON",CHUM SALMON,561735.98,254801.79,315012.54
2000,9,gillnet,"GILL NET, SALMON",COHO SALMON,20642.88,9363.51,22925.63
2000,9,gillnet,"GILL NET, SALMON",PINK SALMON,39481.68,17908.79,9494.26
2000,9,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),709.18,321.68,901.5
2000,9,gillnet,"GILL NET, SALMON",SALMON ROE,361,163.74,1960
2000,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,4606.6,2089.53,9775.28
2000,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,2563.34,1162.73,3202.01
2000,10,gillnet,"GILL NET, SALMON",CHUM SALMON,572360.52,259621.02,322317.91
2000,10,gillnet,"GILL NET, SALMON",COHO SALMON,3594.36,1630.4,4120.47
2000,10,gillnet,"GILL NET, SALMON",SALMON ROE,787,356.99,6435.5
2000,11,gillnet,"GILL NET, SALMON",CHINOOK SALMON,348.08,157.89,444.18
2000,11,gillnet,"GILL NET, SALMON",CHUM SALMON,45089.42,20452.39,25358.11
2000,11,gillnet,"GILL NET, SALMON",SALMON ROE,287,130.16,3187.67
2001,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,327333.91,148477.69,644690.92
2001,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),159,72.08,50.49
2001,6,gillnet,"GILL NET, SALMON",CHUM SALMON,147688.34,66991.04,66456.65
2001,6,gillnet,"GILL NET, SALMON",PINK SALMON,9780.4,4436.17,1570
2001,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,744155.56,337546.74,1148427.75
2001,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,369705.59,167696.97,721476.87
2001,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),1482,671.89,470.77
2001,7,gillnet,"GILL NET, SALMON",CHUM SALMON,2089196.81,947653.24,940123.12
2001,7,gillnet,"GILL NET, SALMON",COHO SALMON,2861.5,1297.97,2425.08
2001,7,gillnet,"GILL NET, SALMON",PINK SALMON,768741.42,348698.88,123495.47
2001,7,gillnet,"GILL NET, SALMON",SALMON ROE,15,6.8,58.06
2001,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,9226090.81,4184927.57,13858723.39
2001,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,52993.38,24037.48,94090.53
2001,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),51,23.12,16.19
2001,8,gillnet,"GILL NET, SALMON",CHUM SALMON,1930010.26,875446.72,868520.04
2001,8,gillnet,"GILL NET, SALMON",COHO SALMON,12884.42,5844.26,10919.5
2001,8,gillnet,"GILL NET, SALMON",PINK SALMON,894401.68,405698.2,144203.73
2001,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1058877.58,480303.89,1614255.8
2001,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,33931.48,15391.21,52133.45
2001,9,gillnet,"GILL NET, SALMON",CHUM SALMON,625425.84,283691.34,281300.81
2001,9,gillnet,"GILL NET, SALMON",COHO SALMON,1333.28,604.78,900.67
2001,9,gillnet,"GILL NET, SALMON",PINK SALMON,37170,16860.26,5947.2
2001,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,14008,6353.98,20871.92
2001,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,1630.58,739.63,2518.5
2001,10,gillnet,"GILL NET, SALMON",CHUM SALMON,2133695.27,967837.84,958571.08
2001,10,gillnet,"GILL NET, SALMON",COHO SALMON,619.3,280.91,410.7
2001,10,gillnet,"GILL NET, SALMON",PINK SALMON,1396,633.21,223.25
2001,10,gillnet,"GILL NET, SALMON",SALMON ROE,2698.9,1224.21,17444.27
2001,11,gillnet,"GILL NET, SALMON",CHUM SALMON,590742.36,267959.11,265561.84
2001,11,gillnet,"GILL NET, SALMON",SALMON ROE,1461.85,663.08,8498.19
2002,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,167347.53,75908.13,260258.76
2002,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),264,119.68,88
2002,6,gillnet,"GILL NET, SALMON",CHUM SALMON,67057.4,30416.89,16989.82
2002,6,gillnet,"GILL NET, SALMON",PINK SALMON,1354,614.14,189.56
2002,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1005954.87,456298.31,1696355.96
2002,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,284653.94,129118.06,414250.23
2002,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),1668,756.37,556
2002,7,gillnet,"GILL NET, SALMON",CHUM SALMON,2511180.78,1139064.09,585669.11
2002,7,gillnet,"GILL NET, SALMON",COHO SALMON,12004.14,5445.1,6104
2002,7,gillnet,"GILL NET, SALMON",PINK SALMON,1016757.68,461197.28,142817.47
2002,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),196.06,88.93,90.77
2002,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,6748862.35,3061263.73,11168903.04
2002,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,97355.76,44160.31,108374.2
2002,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),144,65.28,48
2002,8,gillnet,"GILL NET, SALMON",CHUM SALMON,3297697.12,1495825.88,761941.35
2002,8,gillnet,"GILL NET, SALMON",COHO SALMON,11747.32,5328.58,5809.36
2002,8,gillnet,"GILL NET, SALMON",PINK SALMON,694890.5,315200.32,98289.15
2002,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,6607602.55,2997189.21,10918173.76
2002,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,17442.58,7911.92,16284.3
2002,9,gillnet,"GILL NET, SALMON",CHUM SALMON,788500.63,357661.48,182345.46
2002,9,gillnet,"GILL NET, SALMON",COHO SALMON,3792.52,1720.26,1758.75
2002,9,gillnet,"GILL NET, SALMON",PINK SALMON,5490.85,2490.68,801.73
2002,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,92318.1,41875.22,151945.5
2002,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,4274.96,1939.12,3920.07
2002,10,gillnet,"GILL NET, SALMON",CHUM SALMON,3909160.82,1773183.82,913606.86
2002,10,gillnet,"GILL NET, SALMON",SALMON ROE,10021.76,4545.84,39599.64
2002,11,gillnet,"GILL NET, SALMON",CHINOOK SALMON,74,33.56,66.6
2002,11,gillnet,"GILL NET, SALMON",CHUM SALMON,131255.13,59536.94,30459.07
2003,4,gillnet,"GILL NET, SALMON",CHINOOK SALMON,3307.07,1500.06,5436.4
2003,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,24076.97,10921.29,37547.64
2003,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,273498.85,124058.13,405644.67
2003,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),396,179.56,125.4
2003,6,gillnet,"GILL NET, SALMON",CHUM SALMON,88469.58,40129.69,24361.05
2003,6,gillnet,"GILL NET, SALMON",COHO SALMON,101.5,46.03,87.42
2003,6,gillnet,"GILL NET, SALMON",PINK SALMON,86398.07,39189.77,5243.43
2003,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,1347630.35,611281.23,2285517.48
2003,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,170283.76,77239.96,243043.04
2003,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),555,251.61,175.75
2003,7,gillnet,"GILL NET, SALMON",CHUM SALMON,2463685.56,1117520.97,677145.27
2003,7,gillnet,"GILL NET, SALMON",COHO SALMON,8466.06,3840.19,6913.59
2003,7,gillnet,"GILL NET, SALMON",PINK SALMON,3170407.49,1438087.69,192061.82
2003,7,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),59,26.75,56.05
2003,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,5063372.4,2296730.46,8537622.93
2003,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,177667.98,80589.5,224467.08
2003,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),57,25.84,18.05
2003,8,gillnet,"GILL NET, SALMON",CHUM SALMON,5635620.06,2556300.6,1529364.62
2003,8,gillnet,"GILL NET, SALMON",COHO SALMON,15516.51,7038.25,12666.09
2003,8,gillnet,"GILL NET, SALMON",PINK SALMON,921817.44,418133.76,56737.49
2003,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,2416516.93,1096124.96,4080542.27
2003,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,69181.51,31380.54,87336.72
2003,9,gillnet,"GILL NET, SALMON",CHUM SALMON,1060884.44,481214.14,287963.94
2003,9,gillnet,"GILL NET, SALMON",COHO SALMON,36236.95,16436.97,32146.76
2003,9,gillnet,"GILL NET, SALMON",PINK SALMON,8872,4024.29,532.32
2003,9,gillnet,"GILL NET, SALMON",RAINBOW TROUT (aka Steelhead),125.91,57.11,102.82
2003,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,6374.23,2891.35,10694.08
2003,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,6521.32,2958.04,6562.52
2003,10,gillnet,"GILL NET, SALMON",CHUM SALMON,4518570.57,2049610.36,1228253.03
2003,10,gillnet,"GILL NET, SALMON",COHO SALMON,7377.28,3346.34,6927.48
2003,10,gillnet,"GILL NET, SALMON",PINK SALMON,340.8,154.59,46.25
2003,10,gillnet,"GILL NET, SALMON",SALMON ROE,2585.85,1172.93,10297.56
2003,11,gillnet,"GILL NET, SALMON",CHINOOK SALMON,311.7,141.4,324
2003,11,gillnet,"GILL NET, SALMON",CHUM SALMON,444267.45,201518.45,123452.59
2003,11,gillnet,"GILL NET, SALMON",SALMON ROE,2444.4,1108.77,10190.27
2004,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,201747.91,91512.25,412971.31
2004,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),189,85.68,52.26
2004,6,gillnet,"GILL NET, SALMON",CHUM SALMON,142218.14,64509.93,47004.89
2004,6,gillnet,"GILL NET, SALMON",PINK SALMON,2659.59,1206.17,194.71
2004,6,gillnet,"GILL NET, SALMON",SALMON ROE,31,14.06,62
2004,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,763637.96,346383.92,1712416.58
2004,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,197731.34,89690.12,380072.45
2004,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),606,274.74,167.03
